EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Phi	Theta	Time
213156	5	1	148.676	0	1	7.53199	0	0	90	0.344994	
213831	1	1	0	0	4	8.84958	0	0	90	0.317393	
214126	1	1	0	0	4	0	0	0	90	0.316955	
216686	1	1	44.8666	0	2	5.03999	0	0	90	0.387096	
216686	2	1	0	0	4	0	0	0	90	0.406144	
217195	1	1	0	0	4	0	0	0	90	0.317265	
217342	1	1	0	0	4	0	0	0	90	0.317294	
217819	1	1	0	0	4	0	0	0	90	0.317266	
218704	1	1	0	0	4	0	0	0	90	0.317299	
218846	1	1	141.235	0	2	2.08011	0	0	90	0.317089	
218846	2	1	0	0	4	0	0	0	90	0.343524	
219338	1	1	440.052	0	2	9.5002	0	0	90	0.317047	
219338	2	1	0	0	4	10	0	0	90	0.318715	
220010	1	1	0	0	4	0	0	0	90	0.31746	
221116	1	1	0	0	4	0	0	0	90	0.31689	
222146	1	1	0	0	4	0	0	0	90	0.316956	
222708	1	1	0	0	4	0	0	0	90	0.317244	
223119	1	1	0	0	4	0	0	0	90	0.317398	
223710	1	1	0	0	4	0.520422	0	0	90	0.659796	
225846	1	1	0	0	4	0	0	0	90	0.31712	
226414	1	1	0	0	4	0	0	0	90	0.317097	
227291	1	1	0	0	4	3.69891	0	0	90	0.317272	
228092	1	1	388.36	0	2	6.00458	0	0	90	0.317075	
228092	2	1	0	0	4	6.38232	0	0	90	0.33041	
228834	1	1	168.128	0	2	3.5315	0	0	90	0.317105	
228834	2	1	0	0	4	0	0	0	90	0.338697	
229047	1	1	0	0	4	6.81754	0	0	90	0.317337	
229257	1	1	34.3691	0	2	1.41837	0	0	90	0.316914	
229257	2	1	0	0	4	0	0	0	90	0.345542	
229423	1	1	138.949	0	2	3.93663	0	0	90	0.410118	
229423	2	1	206.657	0	1	2.53687	0	0	90	0.417374	
231527	1	1	0	0	4	0	0	0	90	0.317235	
233581	1	1	0	0	4	0	0	0	90	0.317186	
233955	1	1	0	0	4	2.67425	0	0	90	0.33578	
234450	1	1	74.0674	0	2	5.1497	0	0	90	0.317012	
234450	2	1	278.89	0	2	3.31836	0	0	90	0.333197	
