EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
455	1	1	0	155	4	9	912	3.23393	
455	2	1	0	171	4	5	912	3.27227	
460	1	1	0	79	4	8	912	3.52044	
464	1	1	0	110	4	1	912	3.25101	
464	2	1	0	133	4	1	912	3.34723	
464	3	1	243.805	132	2	3	912	3.38137	
464	4	1	258.784	132	2	4	912	3.39575	
464	5	1	159.411	132	1	4	912	3.41914	
465	1	1	251.655	91	2	9	912	3.09751	
465	2	1	132.095	91	2	4	912	3.10153	
465	3	1	0	91	4	4	912	3.12573	
465	4	1	0	67	4	10	912	3.16458	
475	1	1	0	15	4	3	912	3.15987	
481	1	1	662	172	1	5	912	3.27338	
485	1	1	0	157	4	1	912	3.2187	
485	2	1	0	192	4	3	912	3.40621	
485	3	1	363.134	189	2	9	912	3.45922	
485	4	1	0	189	4	9	912	3.4671	
487	1	1	0	147	4	10	912	3.54222	
492	1	1	0	178	4	3	912	3.50039	
494	1	1	0	108	4	2	912	3.37857	
496	1	1	0	24	4	1	912	3.29216	
496	2	1	8.30912	23	2	1	912	3.32094	
496	3	1	0	23	4	1	912	3.35394	
499	1	1	0	74	4	5	912	3.40215	
504	1	1	0	55	4	4	912	3.49945	
507	1	1	0	88	4	9	912	3.14194	
509	1	1	0	164	4	10	912	3.53776	
510	1	1	458.887	188	2	4	912	3.39186	
510	2	1	0	188	4	3	912	3.41093	
511	1	1	0	121	4	4	912	3.40072	
514	1	1	0	52	4	10	912	3.47018	
516	1	1	230.162	162	2	9	912	3.47478	
516	2	1	0	162	4	9	912	3.51119	
516	3	1	0	163	4	9	912	3.58049	
517	1	1	132.726	118	2	4	912	3.22079	
517	2	1	18.7879	118	2	4	912	3.23906	
517	3	1	0	118	4	3	912	3.23983	
526	1	1	0	163	4	10	912	3.54292	
534	1	1	0	91	4	5	912	3.09823	
534	2	1	0	163	4	3	912	3.53295	
535	1	1	12.3739	84	2	7	912	3.33695	
535	2	1	0	84	4	7	912	3.33987	
536	1	1	192.386	34	2	9	912	3.35684	
536	2	1	0	34	4	9	912	3.39082	
537	1	1	0	182	4	2	912	3.45744	
539	1	1	0	74	4	5	912	3.41083	
540	1	1	0	155	3	7	912	3.21744	
540	2	1	474.127	155	2	6	912	3.22632	
540	3	1	0	155	4	7	912	3.2289	
542	1	1	0	81	4	8	912	3.47387	
543	1	1	40.487	103	2	2	912	3.54734	
543	2	1	0	103	4	10	912	3.55344	
546	1	1	0	178	4	3	912	3.50218	
547	1	1	662	160	1	8	912	3.3677	
551	1	1	0	46	4	7	912	3.11086	
553	1	1	246.235	191	2	3	912	3.39144	
553	2	1	187.997	191	2	4	912	3.41194	
553	3	1	0	191	4	1	912	3.42064	
553	4	1	227.768	79	1	5	912	3.77572	
555	1	1	662	114	1	4	912	3.11336	
556	1	1	0	30	4	9	912	3.14237	
556	2	1	0	52	4	3	912	3.46987	
561	1	1	0	52	4	10	912	3.46639	
564	1	1	0	95	4	1	912	3.24278	
566	1	1	0	70	4	1	912	3.1886	
572	1	1	106.017	157	2	4	912	3.21417	
572	2	1	0	157	4	4	912	3.24131	
572	3	1	0	173	4	6	912	3.28346	
573	1	1	0	79	4	2	912	3.53119	
575	1	1	185.323	61	2	4	912	3.25167	
575	2	1	0	61	4	1	912	3.25467	
575	3	1	0	55	4	5	912	3.57648	
582	1	1	0	168	4	10	912	3.43402	
585	1	1	304.873	188	2	3	912	3.3911	
585	2	1	0	188	4	3	912	3.40027	
585	3	1	0	145	3	8	912	3.51359	
585	4	1	0	145	4	9	912	3.54262	
586	1	1	0	95	4	1	912	3.25016	
587	1	1	0	41	4	1	912	3.2349	
588	1	1	0	147	4	10	912	3.56938	
590	1	1	0	74	4	2	912	3.40948	
591	1	1	386.734	61	2	2	912	3.25621	
591	2	1	19.3052	61	2	2	912	3.2786	
591	3	1	0	61	4	1	912	3.2807	
591	4	1	0	110	4	5	912	3.38909	
596	1	1	227.43	18	2	10	912	3.33792	
596	2	1	0	18	4	10	912	3.3414	
